codigo_softland,descripcion,unidad_medida,rubro,prefijo_rubro,subrubro,prefijo_subrubro
2331,Mangueras Hidráulicas: 3/8 R2 tuerca giratoria tubo. 800mm de largo.,UN,TALLER,TAL,MANGUERAS,MAN
2332,Mangueras Hidráulicas 3/8 R2. con tuerca giratoria tubo 600mm de largo.,UN,TALLER,TAL,HIDRAULICA,HID
2332,Mangueras Hidráulicas: 3/8 R2 tuerca giratoria. 800mm de largo. De ½ tubo macho. ½ tubo,MT,TALLER,TAL,MANGUERAS,MAN
2333,Mangueras Hidráulicas de ½ . 2000mm de largo. ½ NPT macho en ambos extremos.,UN,TALLER,TAL,MANGUERAS,MAN
2333,Mangueras Hidráulicas de ½ . 2000mm de largo. ½ NPT macho en ambos extremos.,MT,TALLER,TAL,MANGUERAS,MAN
2334,Manguera Hidráulica de 3/8. 2000mm de largo. ½ NPT macho en ambos extremos,UN,TALLER,TAL,MANGUERAS,MAN
2335,MANGUERA HID DE 1/4 R2 DE 70 CM TG DE 3/8 MM JIC,UN,TALLER,TAL,MANGUERAS,MAN
2335,Mangueras Hidráulicas: 3/8 R2 tuerca giratoria tubo. 800mm de largo. De 1/2 tubo macho.1/2tubo,UN,TALLER,TAL,MANGUERAS,MAN
2336,ADAPTADOR RECTO 3/8 NPT 3/8 MM JIC,UN,TALLER,TAL,CONEXIONES,CON
2336,Mangueras Hidráulicas: 3/8 R2 1200mm de largo 1/2 NPT 1/2 tubo macho,UN,TALLER,TAL,MANGUERAS,MAN
2337,MANG HIDRAULICA 3/8 R 2 X 0.80 MTS TG TUBO DE 10 MM MACHO FIJO 3/8 NPT,UN,TALLER,TAL,MANGUERAS,MAN
2337,Manguera Hidraulica 3/8 R2 1200mm de largo 1/2 NPT codo c/tuerca giratoria 1/2 tubo,UN,TALLER,TAL,MANGUERAS,MAN
2338,MANG HIDRAULICA DE 1/4 X 0.80 MTS TG DE 3/8 JIC - 3/8 TG JIC,UN,TALLER,TAL,MANGUERAS,MAN
2338,Mangueras Hidráulicas: 3/8 R2 1200mm de largo 1/2 NPT tuerca giratoria 1/2 tubo,UN,TALLER,TAL,MANGUERAS,MAN
2339,CAÑO SIN COSTURA DE 5/8,MT,TALLER,TAL,HIDRAULICA,HID
2339,Mangueras Hidráulicas: 3/8 R2 1000mm de largo 1/2 NPT 1/2 tubo macho,UN,TALLER,TAL,MANGUERAS,MAN
2340,CAÐO S/C HIDRAULICO DE 12 MM,MT,TALLER,TAL,HIDRAULICA,HID
2340,Mangueras Hidráulicas: 3/8 R2 600mm de largo MM 1/2 TUBO,UN,TALLER,TAL,MANGUERAS,MAN
2341,CAÐO S/C HIDRAULICO DE 10 MM,MT,TALLER,TAL,HIDRAULICA,HID
2341,MANGUERA H DE 3/8 800 MM DE LARGO 5/8 TUBO A 1/2 TUBO,UN,TALLER,TAL,MANGUERAS,MAN
2342,ADAPTADOR 1/2UNF A 1/2 TUBO,UN,TALLER,TAL,CONEXIONES,CON
2343,ADAPTADOR DE 3/4 TUBO A 1/2 TUBO,UN,TALLER,TAL,ELECTROVALVULAS,EVA
2344,ADAP 7/8 UNF C/ORING A 1/2TUB,UN,TALLER,TAL,FERRETERIA,FER
2345,NIPLE 1/2 TUBO A 1/2 NPT,UN,TALLER,TAL,CONEXIONES,CON
2346,NIPLE DE 3/8 A 1/4,UN,TALLER,TAL,CONEXIONES,CON
2347,"TIRANTES ""SPARRAGOS"" 2 CUERPOS X 3",UN,TALLER,TAL,FERRETERIA,FER
2348,"TIRANTES ""SPARRAGOS"" 3 CUERPOS X 3",UN,TALLER,TAL,FERRETERIA,FER
2349,"TIRANTES ""SPARRAGOS"" 4 CUERPOS X 3",UN,TALLER,TAL,FERRETERIA,FER
2350,"TIRANTES ""SPARRAGOS"" 5 CUERPOS X 3",UN,TALLER,TAL,FERRETERIA,FER
2351,CAZOLETAS 1050 STA COD 95030615,UN,TALLER,TAL,FERRETERIA,FER
2352,PALANCAS Y PERILLAS 1050 COD 90352404,UN,TALLER,TAL,PALANCAS,PAL
2353,JUEGO DE GOMA 1050 COD 90352179,UN,TALLER,TAL,HERRAMIENTAS,HER
2354,ADAPTADOR DE 5/8 TUBO A 1/2 NPT,UN,TALLER,TAL,CONEXIONES,CON
2355,MANGUERA 3/8 CON TUERCA GIRATORIA 1/2 TUBO X 80CM,UN,TALLER,TAL,MANGUERAS,MAN
2356,ADAPTADOR DE 1/4 NPT A 3/8 TUBO,UN,TALLER,TAL,CONEXIONES,CON
2357,BUJE REDUCTOR DE 1/2 NPT A 3/8 NPT,UN,TALLER,TAL,RODAMIENTOS,ROD
2358,MANGUERA DE 1/2´´ X 2 MTS MACHO FIJO NPT DE 1/2 AMBOS LADOS,UN,TALLER,TAL,MANGUERAS,MAN
2359,TEE 3223-06-06-06,UN,TALLER,TAL,CONEXIONES,CON
2360,MANGUERA DE 3/8 X 0.40CM CON TUERCA GIRATORIA 10MM JIC AMBOS LADOS,UN,TALLER,TAL,MANGUERAS,MAN
2361,MANGUERA DE 3/8 X 0.60CM X 3/8 NPT A 10 TUERCAGIRATORIA JIC,UN,TALLER,TAL,MANGUERAS,MAN
2362,MANGUERA R2 DE 3/8 X 3000 MM CON TERMINAL 1/2NPT A 1/2 T. GIRATORIA TUBO,UN,TALLER,TAL,MANGUERAS,MAN
2363,PASO CHAPA 1/2 TUBO - TUBO MACHO CON TUERCA,UN,TALLER,TAL,BULONERIA,BUL
2364,"ADAPTADOR NPT 1/, Y TUBO MACHO GIRATORIA 1/2",UN,TALLER,TAL,HIDRAULICA,HID
2365,CODO DE 1/2 NPT A 1/2 JIC,UN,TALLER,TAL,CONEXIONES,CON
2366,CODO DE 3/8 NPT A 1/2,UN,TALLER,TAL,CONEXIONES,CON
2367,ADAPTADOR 3/4 SERIE 321 NPT A TUBO,UN,TALLER,TAL,CONEXIONES,CON
2368,ADAPTADOR 3/4 SERIE 322 TUBO A TUBO,UN,TALLER,TAL,CONEXIONES,CON
2369,ADAPTADOR 1/2 NPT A 3/4 TUBO,UN,TALLER,TAL,CONEXIONES,CON
2370,TEE DE 3/4 HEMBRA,UN,TALLER,TAL,CONEXIONES,CON
2371,TEE DE 3/4 TUBO,UN,TALLER,TAL,CONEXIONES,CON
2372,CODO DE 3/4 NPT A TUBO,UN,TALLER,TAL,CONEXIONES,CON
2373,CODO DE 3/4 TUBO A TUBO,UN,TALLER,TAL,CONEXIONES,CON
2374,TUERCAS DE 3/4 TUBO,UN,TALLER,TAL,BULONERIA,BUL
2375,PUENTE CAÑERIA HIDRAULICA,UN,TALLER,TAL,HIDRAULICA,HID
2376,MANCHON PARA BOMBA HIDRAULICA,UN,TALLER,TAL,HIDRAULICA,HID
2377,MANGUERA 3/8 R2 X 1.20 TERMINAL MACHO1/2 NPT TERMINAL MACHO 1/2 TUBO,UN,TALLER,TAL,MANGUERAS,MAN
2378,MANGUERA 3/8 R2 X 0.90 TERMINAL MACHO1/2 NPT TERMINAL MACHO 1/2 NPT,UN,TALLER,TAL,MANGUERAS,MAN
2379,CODO DE 90 1/2 NPT -1/2 NPT,UN,TALLER,TAL,CONEXIONES,CON
2380,ELECTROVALVULA HIDRÁULICA 12V C/PLACA Y SELENOIDE,UN,TALLER,TAL,ELECTROVALVULAS,EVA
2381,ELECTROVALVULA 24V COMPLETA C/BOBINA P/COMANDO VCM 1050,UN,TALLER,TAL,ELECTROVALVULAS,EVA
2382,CODO A 90º DE 3/8 NPT A 5/8 TUBO,UN,TALLER,TAL,CONEXIONES,CON
2383,TEE 1/2 NPT EN LOS 3 EXTREMOS,UN,TALLER,TAL,CONEXIONES,CON
2384,POLIPAC 250 5000 375 B,UN,TALLER,TAL,RODAMIENTOS,ROD
2385,POLIPAC 250 4250 375 B,UN,TALLER,TAL,RODAMIENTOS,ROD
2386,POLIPAC 187 2750 375 B,UN,TALLER,TAL,RODAMIENTOS,ROD
2387,POLIPAC 250 4250 562 B,UN,TALLER,TAL,RODAMIENTOS,ROD
2388,POLIPAC 250 2750 375 B,UN,TALLER,TAL,RODAMIENTOS,ROD
2389,Manguera de 3/8 R2 x 1 mts 1/2 NPT tubo 1/2 macho,UN,TALLER,TAL,MANGUERAS,MAN
2390,Manguera de 3/8 R2 x 1.2 mts con codo 90° giratoria de 1/2 tubo NPT,UN,TALLER,TAL,MANGUERAS,MAN
2391,Manguera de 3/8 R2 x 1200 mm de 1/2 tuerca giratoria 1/2 tubo,UN,TALLER,TAL,MANGUERAS,MAN
2392,Tapon de 3/8 para hidraulica paso gas,UN,TALLER,TAL,CONEXIONES,CON
2393,FILTRO DE BOMBA HIDRAULICA,UN,TALLER,TAL,FILTROS,FIL
2394,ADAPTADOR DE 3/8 NPT A 1/2 TUBO GIRATORIO,UN,TALLER,TAL,CONEXIONES,CON
2395,"VALVULA COMPENSADORA DE PRESIÓN, DIVIDORA FLUJO MARCHESINI 25 - 40 LTS - R 1/2 - 3/8 - 300 BAR",UN,TALLER,TAL,ELECTROVALVULAS,EVA
2396,WIPER 107.90x120.60x6.30,UN,TALLER,TAL,FERRETERIA,FER
2397,ORINGS TAZAS GRASERAS,UN,TALLER,TAL,FERRETERIA,FER
2398,CODO DE 1/2 NPT A 3/8 NPT,UN,TALLER,TAL,CONEXIONES,CON
2399,ACOPLE RAPIDO 1/2 NPT HEMBRA,UN,TALLER,TAL,CONEXIONES,CON
2400,GUIA DE LONA BISELADA POR 6 MTS,UN,TALLER,TAL,LONAS,LON
2401,JUNTA/TOPON DE TAPA MASA,UN,TALLER,TAL,REPUESTOS,RPU
2402,CILINDRO COMPENSADO 100X46 MM,UN,TALLER,TAL,CILINDROS,CIL
2403,CILINDRO COMPENSADO 111X48 MM,UN,TALLER,TAL,CILINDROS,CIL
2404,ADAPTADOR DE 33 A 32 MM / TUBO DE 32 MM (MAS PROLNG),UN,TALLER,TAL,CONEXIONES,CON
2405,PPG HPC DIRECTO METAL BLANCO EN ENVASES DE 20 LTS,LT,TALLER,TAL,PINTURA,PIN
2406,PINTURA NEGRA PPG HPC DIRECTO METAL 20 LTS,LT,TALLER,TAL,PINTURA,PIN
2407,PRECINTOS DE 200MM,UN,TALLER,TAL,BULONERIA,BUL
2408,ADAPTADOR RECTO 1/4 PASO GAS A 3/8 CON VIROLA INCORPORADA,UN,TALLER,TAL,CONEXIONES,CON
2409,LUBRICANTE CREMA PARA CUBIERTAS x 20 Kg,UN,TALLER,TAL,CUBIERTAS,CUB
2410,"Cilindro hid p/vulcano 2,5"" x 400 mm p/rampa trasera",UN,TALLER,TAL,CILINDROS,CIL
2411,"Cilindro hid p/vulcano 3,5"" x 800 mm p/rampa delantera.",UN,TALLER,TAL,CILINDROS,CIL
2412,"Cilindro hid p/vulcano 4"" x 550 mm p/pata carreton.",UN,TALLER,TAL,CILINDROS,CIL
2413,manguera h de 3/8 r2 600 mm de largo( H_H ) con tuerca giratoria ambos extremos para1/2 tubo,UN,TALLER,TAL,HIDRAULICA,HID
2414,Adapt 3/ 8 NPT a 1/2 tubo,UN,TALLER,TAL,HIDRAULICA,HID
2415,Codo 5/8 a 7 /8 UNF,UN,TALLER,TAL,HIDRAULICA,HID
2416,Codo 1/2 a 7/8 UNF,UN,TALLER,TAL,HIDRAULICA,HID
2417,PORTACARTELES,UN,TALLER,TAL,FERRETERIA,FER
2426,"PAPEL PARA HACER JUNTAS (KLINGER STATITE) 0,8mm rollo 100x50cm",UN,TALLER,TAL,REPUESTOS,RPU
2466,ADAPTADOR DE 1 a 3/4 ALTO IMPACTO,UN,TALLER,TAL,CONEXIONES,CON
2600,TUBO CUADR 160 X 80 X 6.35 MM SIN COSTURA,UN,TALLER,TAL,HIERROS,HIE
3000,CILINDRO PARA FRENO DE MOTOR FORD,UN,TALLER,TAL,CILINDROS,CIL
3001,SOLENOIDE,UN,TALLER,TAL,FERRETERIA,FER
3002,TURBO PARA FORD,UN,TALLER,TAL,FERRETERIA,FER
3003,JUEGO DE JUNTAS PARA TURBO FORD (COMPLETA),UN,TALLER,TAL,HERRAMIENTAS,HER
3004,MANGUERA FLEXIBLE PARA ENFRIADOR DE AIRE,UN,TALLER,TAL,MANGUERAS,MAN
3005,MANGUERA PARA COMBUSTIBLE DE TELA Y GOMA X 8 MM,UN,TALLER,TAL,MANGUERAS,MAN
3015,CUBETA 1328,UN,TALLER,TAL,FERRETERIA,FER
3017,CUBETA KLM 518410,UN,TALLER,TAL,FERRETERIA,FER
3018,RETEN VICENTE 3656 ESP.,UN,TALLER,TAL,RODAMIENTOS,ROD
3019,CUBETA N.5520,UN,TALLER,TAL,FERRETERIA,FER
3020,RETEN 3005 CB VICENTE P/MELEX,UN,TALLER,TAL,RODAMIENTOS,ROD
3021,RETEN DE MASA GIRATORIO - SABO,UN,TALLER,TAL,RODAMIENTOS,ROD
3051,CONO 593,UN,TALLER,TAL,REPUESTOS,RPU
3054,RODAMIENTO 32217,UN,TALLER,TAL,RODAMIENTOS,ROD
3056,RODAMIENTO 33281/462,UN,TALLER,TAL,RODAMIENTOS,ROD
3057,CONJUNTO 6581/6535,UN,TALLER,TAL,REPUESTOS,RPU
3058,CONJUNTO 32219,UN,TALLER,TAL,REPUESTOS,RPU
3059,CONJUNTO 32311 FIAT,UN,TALLER,TAL,REPUESTOS,RPU
3062,CONJUNTO TKB11786Y,UN,TALLER,TAL,REPUESTOS,RPU
3071,RODAMIENTOS RODAMIENTACE F100,UN,TALLER,TAL,RODAMIENTOS,ROD
3072,RULEMAN 32315,UN,TALLER,TAL,RODAMIENTOS,ROD
3073,RULEMAN 32218,UN,TALLER,TAL,RODAMIENTOS,ROD
3074,CONJUNTO 5358/5320,UN,TALLER,TAL,REPUESTOS,RPU
3076,RULEMAN DE MASA NUEVO,UN,TALLER,TAL,RODAMIENTOS,ROD
3081,RULEMAN GB 10702 TRAFIC,UN,TALLER,TAL,RODAMIENTOS,ROD
3086,RULEMAN N* 32312,UN,TALLER,TAL,RODAMIENTOS,ROD
3088,RULEMAN N*88547-FORD DELA,UN,TALLER,TAL,RODAMIENTOS,ROD
3801,"RETEN N01780MED T05X153,80X16",UN,TALLER,TAL,RODAMIENTOS,ROD
3802,RETEN (25 52 7) DBH 6061,UN,TALLER,TAL,RODAMIENTOS,ROD
3804,RETENES N500310 MED127X165X16,UN,TALLER,TAL,RODAMIENTOS,ROD
3805,RETEN N T00463 MED152X178X14,UN,TALLER,TAL,RODAMIENTOS,ROD
3809,RETEN N.218,UN,TALLER,TAL,RODAMIENTOS,ROD
3810,"RETEN N W 01184 MED 107.95X152,60X17,27",UN,TALLER,TAL,RODAMIENTOS,ROD
3811,RETEN ASTI/V3455/SAV6177,UN,TALLER,TAL,RODAMIENTOS,ROD
3812,EQUIPO DE FRENO 5' 2 PLATOS CON CAMPANA DE 5',UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3813,MASA CON 6 BULONES PARA RODAMIENTO 32213 Y 32216,UN,TALLER,TAL,BULONERIA,BUL
3814,TAZA DE ALUMINIO,UN,TALLER,TAL,FERRETERIA,FER
3815,RETEN TH 1780,UN,TALLER,TAL,RODAMIENTOS,ROD
3816,RULEMAN 32213,UN,TALLER,TAL,RODAMIENTOS,ROD
3817,RULEMAN 32216,UN,TALLER,TAL,RODAMIENTOS,ROD
3818,RETENES PARA MAZA 5 RAYOS,UN,TALLER,TAL,RODAMIENTOS,ROD
3820,RETEN SAV-5473,UN,TALLER,TAL,RODAMIENTOS,ROD
3821,RETEN V 3475 FORD,UN,TALLER,TAL,RODAMIENTOS,ROD
3822,RETENES BATEA BRASILERA,UN,TALLER,TAL,RODAMIENTOS,ROD
3823,RETENES 1945 SCANIA,UN,TALLER,TAL,RODAMIENTOS,ROD
3824,RETEN 3016 SCANIA,UN,TALLER,TAL,RODAMIENTOS,ROD
3825,RETEN 2250 SCANIA,UN,TALLER,TAL,RODAMIENTOS,ROD
3827,RULEMAN HM 807046/10,UN,TALLER,TAL,RODAMIENTOS,ROD
3829,RETEN N 2557,UN,TALLER,TAL,RODAMIENTOS,ROD
3838,RETENES V-3304,UN,TALLER,TAL,RODAMIENTOS,ROD
3841,RETEN SALIDA CAJA SCANIA,UN,TALLER,TAL,RODAMIENTOS,ROD
3843,TUERCA DE PUNTA DE EJE NUEVA,UN,TALLER,TAL,EJES,EJE
3844,"PISTA DE RETENES P/EJE 3"" P/ROD.32212",UN,TALLER,TAL,RODAMIENTOS,ROD
3846,PATINES DE FRENOS NUEVOS MASTER,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3847,PATINES DE FRENOS ENCINTADOS.,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3848,TANQUE AIRE (R - 0802),UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3849,TANQUE AIRE (R-0805),UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3850,SEGUROS DE RODILLOS PATINES FRENOS,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3851,TANQUE DE AIRE (R-0811),UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3852,TAPON 22 MM,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3853,TAPON 16 MM,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
3998,CODO DE 3/8 GAS A 3/8 C/VIROLA INCORPORADA,UN,TALLER,TAL,CONEXIONES,CON
3999,ARANDELA PARA SEGURO DE EJE TIPO ARAÑA DE 13 DIENTES DIAM.INT.90MM,UN,TALLER,TAL,BULONERIA,BUL
4000,BARRA ESTABILIZADORA (FIAT),UN,TALLER,TAL,HIERROS,HIE
4001,CODO Y NIPLE DE 1/2,UN,TALLER,TAL,CONEXIONES,CON
4002,VALVULA DE RETENCION TRILER,UN,TALLER,TAL,VALVULAS,VAL
4003,TEE DE 8 MM P 409/002,UN,TALLER,TAL,CONEXIONES,CON
4004,MANGUERA DE POLIAMIDA DE AIRE,MT,TALLER,TAL,MANGUERAS,MAN
4005,CODO DE 90 1/4 NPT A 1/2 TUBO,UN,TALLER,TAL,CONEXIONES,CON
4006,DIAFRAGMA N 234101,UN,TALLER,TAL,FERRETERIA,FER
4007,BUJE DE 1/2 07,UN,TALLER,TAL,RODAMIENTOS,ROD
4008,VALVULA DESCARGA RAPIDA,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4009,"REDUCTOR DE 1"" A 3/4",UN,TALLER,TAL,FERRETERIA,FER
4010,TAPONES ROSCADO DE 3/8,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4011,VALVULA VACIO HIDRAULICA,UN,TALLER,TAL,VALVULAS,VAL
4012,BULON DESBLOQUEADOR DE FRENO TRES PATAS,UN,TALLER,TAL,BULONERIA,BUL
4013,DIAFRAGMA FRENO AIRE 11501486,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4014,BUJE DE 1/2 05,UN,TALLER,TAL,RODAMIENTOS,ROD
4015,CODO DE 3/8 A 8 MM,UN,TALLER,TAL,CONEXIONES,CON
4016,BULON DESBLOQUEADOR DE FRENO DOS PATAS,UN,TALLER,TAL,BULONERIA,BUL
4017,ADAPTADOR DE 1/2 RAPIDO A 1/2 PASO GAS,UN,TALLER,TAL,CONEXIONES,CON
4018,BUJE DE 1/2 09,UN,TALLER,TAL,RODAMIENTOS,ROD
4019,VIROLA Y CANUTO 6 MM,UN,TALLER,TAL,CONEXIONES,CON
4020,ADAPTADOR Y VIROLA DE 12 MM,UN,TALLER,TAL,CONEXIONES,CON
4021,BUJES DE 1/2,UN,TALLER,TAL,RODAMIENTOS,ROD
4022,BUJE DE 3/8,UN,TALLER,TAL,RODAMIENTOS,ROD
4023,RODILLO DE EJE 35 MM,UN,TALLER,TAL,PINTURA,PIN
4024,TAPONES DE PLÁSTICO,UN,TALLER,TAL,HIDRAULICA,HID
4025,BUJES DE 3/4 A 1/2,UN,TALLER,TAL,RODAMIENTOS,ROD
4026,ADAPTADORES DE 1/2,UN,TALLER,TAL,CONEXIONES,CON
4027,RESORTE PARA RODILLO FRENO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4028,ADAPTADORES DE 12 MM,UN,TALLER,TAL,CONEXIONES,CON
4029,ADAPTADOR DE 3/8 PASO GAS,UN,TALLER,TAL,CONEXIONES,CON
4030,CODO DE 3/8 A 1/4,UN,TALLER,TAL,CONEXIONES,CON
4031,PASO CHAPA,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4032,BUJE DE REDUCCION 3/4 A 3/8,UN,TALLER,TAL,CONEXIONES,CON
4033,ACOPLE RAPIDO 1/2 BRONCE,UN,TALLER,TAL,CONEXIONES,CON
4034,PIPETA FIAT 2 LINEAS MACHO CURVO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4034,PIPETA FIAT 2 LINEAS MACHO RECTO,UN,TALLER,TAL,CORTE Y ABRASIVOS,CYA
4035,BUJE DE REDUCCION 1 1/4 3/4,UN,TALLER,TAL,CONEXIONES,CON
4036,TUERCA DE 1/2,UN,TALLER,TAL,BULONERIA,BUL
4037,CANUTO DE 1/2 (BRONCE),UN,TALLER,TAL,FERRETERIA,FER
4038,TANQUE DE GAS OIL FORD,UN,TALLER,TAL,REPUESTOS,RPU
4039,TANQUE CORTE Y PLEGADO EN CHAPA 1/8 DE 700X600X1500 CON DOS DIVISORES,UN,TALLER,TAL,HIERROS,HIE
4040,MANITO REPARACION,UN,TALLER,TAL,REPUESTOS,RPU
4041,ACOPLE AMERICANO CON BLOQUEO (MANITO),UN,TALLER,TAL,CONEXIONES,CON
4042,RESORTE PARA PULMON DE BLOQUEO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4043,ACOPLE AMERICANO (MANITO),UN,TALLER,TAL,CONEXIONES,CON
4044,BUJE LEVA FRENO ASTIVIA,UN,TALLER,TAL,RODAMIENTOS,ROD
4045,UNION DOB.1/2X1/2 BCE,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4046,TUERCA Y ADAPTADOR DE 1/2,UN,TALLER,TAL,BULONERIA,BUL
4047,ADAPTADOR DE 1/4,UN,TALLER,TAL,CONEXIONES,CON
4048,VIROLA DE 3/8 BRONCE,UN,TALLER,TAL,CONEXIONES,CON
4049,TUERCA DE 3/8,UN,TALLER,TAL,BULONERIA,BUL
4050,Niple 3/8 paso gas a 3/8 paso gas macho macho,UN,TALLER,TAL,CONEXIONES,CON
4051,TUERCA Y VIROLA 1/4,UN,TALLER,TAL,BULONERIA,BUL
4052,VIROLA DE 1/2,UN,TALLER,TAL,CONEXIONES,CON
4053,TEE DE 1/2 DE BRONCE,UN,TALLER,TAL,CONEXIONES,CON
4054,VALVULA REGULADORA DE PESO,UN,TALLER,TAL,VALVULAS,VAL
4055,ACOPLES F/FIAT 2 LINEAS HEMBRA,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4056,"CONECC.RAPIDO DE 1/2"" BRONCE",UN,TALLER,TAL,FERRETERIA,FER
4057,VIROLA Y CANUTO DE 8 Y 10 MM,UN,TALLER,TAL,CONEXIONES,CON
4058,RACOS,UN,TALLER,TAL,FERRETERIA,FER
4059,VALVULAS DE FRENO ADER (COD 890700),UN,TALLER,TAL,VALVULAS,VAL
4060,ADAPTADOR DE 10 MM,UN,TALLER,TAL,CONEXIONES,CON
4061,DIAFRAGMA DE VACIO,UN,TALLER,TAL,FERRETERIA,FER
4062,DIAFRAGMA 234101/5,UN,TALLER,TAL,FERRETERIA,FER
4063,Tee de 10 mm con virola incorporada,UN,TALLER,TAL,CONEXIONES,CON
4064,TUERCA 3/8 CON P.F. BRONC,UN,TALLER,TAL,BULONERIA,BUL
4065,CANUTO DE 12MM,UN,TALLER,TAL,FERRETERIA,FER
4066,VIROLA DE 12MM,UN,TALLER,TAL,CONEXIONES,CON
4067,MANGUERA ESPIRALADA DE AIRE,UN,TALLER,TAL,MANGUERAS,MAN
4068,TE DE 1/2 GALVANIZADA,UN,TALLER,TAL,FERRETERIA,FER
4069,CODO 1/4 PASO GAS MACHO HEMBRA,UN,TALLER,TAL,CONEXIONES,CON
4070,tee de 8mm acople rapido,UN,TALLER,TAL,CONEXIONES,CON
4071,ADAPTADOR COMPLETO DE 3/4,UN,TALLER,TAL,CONEXIONES,CON
4072,ADAPTADOR DE 1/2 X 1/4 C/VIROLA INCORPORADA (ART.014 L 292),UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4073,VALVULAS DE FRENO (COD 950100),UN,TALLER,TAL,VALVULAS,VAL
4074,MANGUERA POLIAMIDA DE AIRE3/4MM,MT,TALLER,TAL,MANGUERAS,MAN
4075,VALVULA CONTROL R7950,UN,TALLER,TAL,VALVULAS,VAL
4076,CORONAS REGISTRO FRENO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4077,UNION CON VIROLA DE 12 MM,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4078,TUERCA DE 1/2 BRONCE,UN,TALLER,TAL,BULONERIA,BUL
4079,TRABA RESORTE DE PATIN DE FRENO,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4080,ADAPTADOR 3/8 NPT A 3/8 JIC,UN,TALLER,TAL,CONEXIONES,CON
4081,ADAPTADOR 1/4 NPT A 3/8 JIC,UN,TALLER,TAL,CONEXIONES,CON
4082,VALVULA DE ALIVIO,UN,TALLER,TAL,VALVULAS,VAL
4083,BOTON DE AIRE PARA TOMA DE FURZA CON CODO DE SALIDA RAPIDA 6 MM,UN,TALLER,TAL,CONEXIONES,CON
4084,TUERCA DE 10 MM(COMPLETO),UN,TALLER,TAL,BULONERIA,BUL
4085,BUJES PARA TENSOR DE 7/8 x 75,UN,TALLER,TAL,RODAMIENTOS,ROD
4086,Adaptador de 12mm macho a 8 mm hembra rapido,UN,TALLER,TAL,CONEXIONES,CON
4087,Codo 90° 1/4 macho a 1/4 hembra,UN,TALLER,TAL,CONEXIONES,CON
4088,MANGUERA DE POLIAMIDA 8 MM,MT,TALLER,TAL,FRENO Y SUSPENSION,FYS
4089,ADAPTADOR DE 12MM MACHO A 1/4 HEMBRA,UN,TALLER,TAL,CONEXIONES,CON
4090,MANGUERA ESPIRAL. DE 1/2 X 5 MTS,UN,TALLER,TAL,MANGUERAS,MAN
4091,MANGUERA ESPIRAL. DE 1/2 X 7 MTS,UN,TALLER,TAL,MANGUERAS,MAN
4092,VALVULA DE TRAILER CHICA,UN,TALLER,TAL,VALVULAS,VAL
4093,ADAPTADOR DE 12MM A 8 RAP,UN,TALLER,TAL,CONEXIONES,CON
4094,REDUCCION DE 1/4 X 1/4 BCE,UN,TALLER,TAL,CONEXIONES,CON
4095,ADAPTADOR DE 1/2 C/TYV A 3/8 PASO GAS,UN,TALLER,TAL,CONEXIONES,CON
4096,DIAFRAGMAS 234362,UN,TALLER,TAL,FERRETERIA,FER
4097,ADAPTADOR RAPIDO MANGUERA DE 8MM A 1/4,UN,TALLER,TAL,MANGUERAS,MAN
4098,PULGADOR P/AIRE DE 1/2 6328 BSP,UN,TALLER,TAL,FERRETERIA,FER
4099,PLAQUETA INFERIOR,UN,TALLER,TAL,FERRETERIA,FER
4100,CRUZETA DE DIRECCION COMPL,UN,TALLER,TAL,FERRETERIA,FER
4101,MANGUERA POLIAMIDA 1/2 2MM,MT,TALLER,TAL,FRENO Y SUSPENSION,FYS
4102,TAZAS GRASERAS,UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
4103,TUERCA UNION DOBLE DE 1/2 (ART.013 L234),UN,TALLER,TAL,BULONERIA,BUL
4104,TUERCA UNION DOBLE DE 3/8 (ART.008 L234),UN,TALLER,TAL,BULONERIA,BUL
4105,ACOPLE RAPIDO 6 MM C/VIROLA INCORP (ART.005 L293),UN,TALLER,TAL,CONEXIONES,CON
4106,RACORD DOBLE DE 3/8 (ART.203 L. 260),UN,TALLER,TAL,CONEXIONES,CON
